Port,Protocol,Service,Description,Risk,Category,Recommendation
7391,udp,mindfilesys,mind-file system server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7392,tcp,mrssrendezvous,mrss-rendezvous server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7392,udp,mrssrendezvous,mrss-rendezvous server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7393,tcp,nfoldman,nFoldMan Remote Publish,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
7393,udp,nfoldman,nFoldMan Remote Publish,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
7394,tcp,fse,File system export of backup images,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7394,udp,fse,File system export of backup images,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7395,tcp,winqedit,winqedit,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7395,udp,winqedit,winqedit,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7396,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7397,tcp,hexarc,Hexarc Command Language,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7397,udp,hexarc,Hexarc Command Language,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7398-7399,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7400,tcp,rtps-discovery,RTPS Discovery,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7400,udp,rtps-discovery,RTPS Discovery,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7401,tcp,rtps-dd-ut,RTPS Data-Distribution User-Traffic,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7401,udp,rtps-dd-ut,RTPS Data-Distribution User-Traffic,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7402,tcp,rtps-dd-mt,RTPS Data-Distribution Meta-Traffic,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7402,udp,rtps-dd-mt,RTPS Data-Distribution Meta-Traffic,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7403-7409,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7410,tcp,ionixnetmon,Ionix Network Monitor,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7410,udp,ionixnetmon,Ionix Network Monitor,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7411,tcp,daqstream,Streaming of measurement data,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7411,udp,daqstream,Streaming of measurement data,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7412-7419,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7420,tcp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7420,udp,ipluminary,Multichannel real-time lighting control,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7421,tcp,mtportmon,Matisse Port Monitor,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7421,udp,mtportmon,Matisse Port Monitor,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7422-7425,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7426,tcp,pmdmgr,OpenView DM Postmaster Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7426,udp,pmdmgr,OpenView DM Postmaster Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7427,tcp,oveadmgr,OpenView DM Event Agent Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7427,udp,oveadmgr,OpenView DM Event Agent Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7428,tcp,ovladmgr,OpenView DM Log Agent Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7428,udp,ovladmgr,OpenView DM Log Agent Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7429,tcp,opi-sock,OpenView DM rqt communication,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7429,udp,opi-sock,OpenView DM rqt communication,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7430,tcp,xmpv7,OpenView DM xmpv7 api pipe,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7430,udp,xmpv7,OpenView DM xmpv7 api pipe,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7431,tcp,pmd,OpenView DM ovc/xmpv3 api pipe,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7431,udp,pmd,OpenView DM ovc/xmpv3 api pipe,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7432-7436,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7437,tcp,faximum,Faximum,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7437,udp,faximum,Faximum,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7438-7442,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7443,tcp,oracleas-https,Oracle Application Server HTTPS,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
7443,udp,oracleas-https,Oracle Application Server HTTPS,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
7444-7470,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7471,tcp,sttunnel,Stateless Transport Tunneling Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7471,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7472,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7473,tcp,rise,Rise: The Vieneo Province,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7473,udp,rise,Rise: The Vieneo Province,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7474,tcp,neo4j,Neo4j Graph Database,MEDIUM,Database,Restrict database access; Disable public exposure; Enable encryption; Use strong authentication.
7474,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7475-7477,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7478,tcp,openit,IT Asset Management,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7478,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7479-7490,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7491,tcp,telops-lmd,telops-lmd,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7491,udp,telops-lmd,telops-lmd,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
